County,Legal Name,Trade Name,Postal Code,Country,Account Code,License Type,Expiration Date,Address & Lat/Long
LANCASTER,ASIAN MINI MART LLC,ASIAN MINI MART LLC,17603,US,36**0251,Cig/OTP Retail,02/28/2022,"1831 COLUMBIA AVE
LANCASTER, PA 17603
(40.038428, -76.35551)"
ALLEGHENY,NORTH ALLEGHENY FOODS INC,SHALER SHOP N SAVE,15209-1604,US,02**7933,Cig/OTP Retail,02/28/2022,"1620 BABCOCK BLVD
PITTSBURGH, PA 15209-1604
(40.498965, -79.979482)"
PHILADELPHIA,ZU YANG,JADE SPRING CHINESE RESTAURANT,19139,US,51**2048,Retail,02/28/2022,"44 N 52ND ST
PHILADELPHIA, PA 19139
(39.961273, -75.224628)"
PHILADELPHIA,16 & NEDRO GROCERY STORE INC,16  NEDRO GROCERY STORE INC,19141,US,51**2688,Retail,02/28/2022,"1601 W NEDRO AVE
PHILADELPHIA, PA 19141
(40.043335, -75.147242)"
SCHUYLKILL,THE CRAFT HAUS LLC,THE CRAFT HAUS LLC,17954,US,54**0382,Cig/OTP Retail,02/28/2022,"2881 POTTS/MINERSVLE HWY
MINERSVILLE, PA 17954"
LEHIGH,MEHAR ZONE LLC,MEHAR ZONE LLC,18102,US,39**2002,Cig/OTP Retail,02/28/2022,"621 RIDGE AVE
ALLENTOWN, PA 18102
(40.61489, -75.462097)"
ARMSTRONG,GLASSMERE FUEL SERVICE INC,GLASSMERE FOOD MART #322,16212,US,03**5704,OTP Retail,02/28/2022,"290 PROSPECT AVE
CADOGAN, PA 16212"
NORTHAMPTON,SHAH ASHWIN,7 ELEVEN STORE 1405 11380D,18055-1319,US,70**0173,Cig/OTP Retail,02/28/2022,"1100 MAIN ST
HELLERTOWN, PA 18055-1319
(40.58518, -75.341314)"
LAWRENCE,GILLILANDS MARKET LLC,GILLILANDS MARKET LLC,16142-1275,US,37**1420,Cig/OTP Retail,02/28/2022,"109 S MARKET ST
NEW WILMINGTON, PA 16142-1275
(41.122288, -80.333099)"
ARMSTRONG,JOHN F SEYBERT,BACKDOOR BEVERAGES,16218,US,03**0749,Cig/OTP Retail,02/28/2022,"1020 ST RT 268
COWANSVILLE, PA 16218
(40.901329, -79.590636)"
BERKS,9-11 SOUTH TENTH ST INC,9 SOUTH 10TH ST,19602,US,06**0891,OTP Retail,02/28/2022,"9 SOUTH 10TH ST
READING, PA 19602
(40.334742, -75.918165)"
WASHINGTON,ANTHONY ZENNER,NEW BENTLEYVILLE TAVERN,15314,US,63**7782,Vending,02/28/2022,"843 MAIN ST
BENTLEYVILLE, PA 15314
(40.120968, -80.006238)"
YORK,JER-LYN INC,JERRYS GREAT VALUE,17356-1801,US,67**6113,Cig/OTP Retail,02/28/2022,"1 DAIRYLAND SQ
RED LION, PA 17356-1801
(39.895907, -76.624618)"
WARREN,MICHAEL MARTINELLI,BIG PUFFS VAPOR STORE,16365,US,62**9495,OTP Retail,02/28/2022,"2761 MARKET STREET
NORTH WARREN, PA 16365
(41.880203, -79.149996)"
CRAWFORD,RANZ INC,RANZ INC,16335-8180,US,20**1474,Retail,02/28/2022,"10950 LIBERTY ST
MEADVILLE, PA 16335-8180
(41.617734, -80.150756)"
LANCASTER,DE & SO LLC,DE & SO LLC,17545,US,36**2402,OTP Retail,02/28/2022,"191 NORTH MAIN STREET
MANHEIM, PA 17545
(40.167779, -76.39929)"
NORTHUMBERLAND,TOLANI CABINETS INC.,ARY'S EXPRESS MART,18042,US,49**8921,OTP Retail,02/28/2022,"1503 NORTHAMPTON STREET
EASTON, PA 18042
(40.690106, -75.232433)"
WYOMING,PEN-MART INC,PEN MART,18657-5526,US,70**2008,Cig/OTP Retail,02/28/2022,"2 LANE HILL RD
TUNKHANNOCK, PA 18657-5526
(41.535643, -75.936207)"
PHILADELPHIA,5TH ST CONVENIENCE STORE INC,5TH ST CONVENIENCE STORE INC,19122,US,51**1926,Cig/OTP Retail,02/28/2022,"447 DIAMOND ST
PHILADELPHIA, PA 19122
(39.982823, -75.142068)"
MONTGOMERY,VALLEY FORGE CONVENTION CENTER PARTNERS,VALLEY FORGE CASINO RESORT,19406-1355,US,46**3758,Retail,02/28/2022,"1160 FIRST AVE
KING OF PRUSSIA, PA 19406-1355
(40.09508, -75.415676)"
MONTGOMERY,JOES SELF-SERVICE FOOD MARKET INC,JOES MARKET,19038-2431,US,46**9205,Retail,02/28/2022,"2770 JENKINTOWN RD
GLENSIDE, PA 19038-2431
(40.116662, -75.157869)"
ALLEGHENY,GGW SOUTH SIDE LIMITED,GLASS GALLERY & WELLNESS,15203,US,02**2537,OTP Retail,02/28/2022,"1409 EAST CARSON STREET
PITTSBURGH, PA 15203
(40.428822, -79.983789)"
YORK,YORK VIDEO INC,EXCITEMENT VIDEO INC,17404,US,67**2300,OTP Retail,02/28/2022,"918-925 LOUCKS RD
YORK, PA 17404
(39.979891, -76.752614)"
UNKNOWN/OUT OF STATE,LOGIC TECHNOLOGY DEVELOPMENT LLC,LOGIC TECHNOLOGY DEVELOPMENT LLC,07666-6703,US,99**8350,OTP Wholesale,02/28/2022,"300 FRANK W BURR BLVD STE 70
TEANECK, NJ 07666-6703
(40.872988, -74.00481)"
DELAWARE,ROKADNATH GAS LLC,BROOMALL BP,19008,US,23**2970,Retail,02/28/2022,"2590 WEST CHESTER PIKE
BROOMALL, PA 19008
(39.981674, -75.360488)"
PHILADELPHIA,"1 STOP DELI & GROCERY, INC",1 STOP DELI AND GROCERY INC,19140-3619,US,51**1037,Retail,02/28/2022,"3701 GERMANTOWN AVE
PHILADELPHIA, PA 19140-3619
(40.009359, -75.150846)"
DELAWARE,MCLAUGHLINS BEVERAGE LLC,MCLAUGHLINS BEVERAGE OF NORWOOD LLC,19043,US,23**8177,Retail,02/28/2022,"2600 MACDADE BLVD
HOLMES, PA 19043
(39.899529, -75.305212)"
MERCER,HAMZA ENTERPRISES LLC,TRUE CONVENIENCE,16127,US,43**2060,Cig/OTP Retail,02/28/2022,"327 NORTH BROAD STREET
GROVE CITY, PA 16127
(41.164355, -80.083233)"
PHILADELPHIA,QUAN NI,HONG KONG DRAGON RESTAURANT,19121,US,51**8305,Retail,02/28/2022,"1917 N 31ST STREET
PHILADELPHIA, PA 19121
(39.985657, -75.184366)"
DELAWARE,QUAKERMART,M&M MARKET,19061,US,23**3549,Retail,02/28/2022,"1017 A MARKET STREET
MARCUS HOOK, PA 19061
(39.8204, -75.417588)"
BUCKS,LEVEL VAPE SHOP LLC,LEVEL VAPE SHOP LLC,18951-1232,US,09**8756,Retail,02/28/2022,"237 W BROAD ST
QUAKERTOWN, PA 18951-1232
(40.441102, -75.336424)"
LANCASTER,DE & SO LLC,DE & SO LLC,17545,US,36**1415,Retail,02/28/2022,"191 NORTH MAIN STREET
MANHEIM, PA 17545
(40.167779, -76.39929)"
SOMERSET,GLASSMERE FUEL SERVICE INC,GLASSMERE FOOD MART,15926,US,56**9943,Retail,02/28/2022,"7397 LINCOLN HIGHWAY
CENTRAL CITY, PA 15926
(40.062821, -78.839585)"
DAUPHIN,FRESH MINI MART,FRESH MINI MART,17103,US,22**6018,Retail,02/28/2022,"2805 MARKET STREET ROAD B
HARRISBURG, PA 17103
(40.273661, -76.845614)"
DELAWARE,HJ & HJ INC,5 S 69TH ST,19082,US,23**6548,Retail,02/28/2022,"5 S 69TH ST
UPPER DARBY, PA 19082
(39.961366, -75.258973)"
MONTGOMERY,RDS VENDING LLC,HARRAHS CHESTER DOWNS - WEST WALL,19013,US,46**1244,Vending,02/28/2022,"ONE MORTON AVENUE
CHESTER, PA 19013"
PHILADELPHIA,STATE PETRO LLC,STATE PETRO LLC,19114,US,51**0294,Cig/OTP Retail,02/28/2022,"9900 FRANKFORD AVE
PHILADELPHIA, PA 19114
(40.063524, -74.985264)"
MONTGOMERY,VALLEY FORGE CONVENTION CENTER PARTNERS,VALLEY FORGE CASINO RESORT,19406-1355,US,46**3693,Retail,02/28/2022,"1160 FIRST AVENUE
KING OF PRUSSIA, PA 19406-1355
(40.09508, -75.415676)"
BUTLER,DOLGENCORP LLC,DOLLAR GENERAL STORE 21740,16034,US,10**3419,Cig/OTP Retail,02/28/2022,"701 CLEARFIELD RD
FENELTON, PA 16034
(40.853458, -79.728251)"
DELAWARE,AT VAPORS LLC,AT VAPORS LLC,19008-2117,US,23**9932,OTP Retail,02/28/2022,"30 S SPROUL ROAD
BROOMALL, PA 19008-2117
(39.980849, -75.361305)"
MONTGOMERY,PRIME TECH USA LLC,PRIME TECH USA LLC,19403,US,46**0900,OTP Retail,02/28/2022,"2434 W. MAIN ST
JEFFERSONVILLE, PA 19403
(40.139274, -75.385877)"
BUCKS,NESHAMINY NEWS LLC,NESHAMINY NEWS,19020,US,09**1671,Retail,02/28/2022,"814K NESHAMINY MALL
BENSALEM, PA 19020
(40.136918, -74.954131)"
PIKE,MARLUCA LLC,MARLUCA'S,18324,US,52**3525,Retail,02/28/2022,"3251 ROUTE 209
BUSHKILL, PA 18324"
PHILADELPHIA,CHANG LAN ZHANG,JJ LAUNDROMAT,19148,US,51**1783,Retail,02/28/2022,"2048 S DARIEN ST
PHILA, PA 19148
(39.92336, -75.160683)"
ADAMS,UNITED TWO LLC,UNITE TWO LLC,17325,US,01**3544,Cig/OTP Retail,02/28/2022,"243 STEINWEHR AVE
GETTYSBURG, PA 17325
(39.820397, -77.233811)"
PHILADELPHIA,SHENG DONG,NEW WING NING RESTAURANT,19139-1427,US,51**8526,Retail,02/28/2022,"415 N 55TH ST
PHILADELPHIA, PA 19139-1427
(39.967538, -75.230059)"
ARMSTRONG,DOLGENCORP LLC,DOLLAR GENERAL STORE 21989,16201,US,03**3416,Cig/OTP Retail,02/28/2022,"999 FREEPORT ROAD
SLATE LICK, PA 16201
(40.766336, -79.642132)"
LUZERNE,PEN-MART INC,PEN MART,18612,US,70**2004,Cig/OTP Retail,02/28/2022,"RR 118 BOX & 45
DALLAS, PA 18612"
CAMBRIA,COMPLETE VAPORS LLC,COMPLETE VAPORS LLC,15931,US,11**4305,OTP Retail,02/28/2022,"101 WEST HIGH STREET
EBENSBURG, PA 15931
(40.48518, -78.725178)"
WAYNE,KEEN LAKE CAMPING & COTTAGE RESORT INC,KEEN LAKE CAMPING & COTTAGE RESORT,18472-3077,US,64**1633,Retail,02/28/2022,"155 KEEN LAKE RD
WAYMART, PA 18472-3077
(41.591474, -75.375526)"
BERKS,ENA ENTERPRISES,ENA ENTERPRISES,19602-1717,US,06**6940,Retail,02/28/2022,"920 PENN ST
READING, PA 19602-1717
(40.335222, -75.91969)"
YORK,JAY DIPOMAA INC,CENTRAL MART,17403,US,67**9030,OTP Retail,02/28/2022,"1200 MOUNT ROSE AVE
YORK, PA 17403
(39.959344, -76.700581)"
PHILADELPHIA,BICA RESTAURANT INC,BICA RESTAURANT INC,19149,US,51**0897,Cig/OTP Retail,02/28/2022,"6618 CASTOR AVE
PHILADELPHIA, PA 19149
(40.042444, -75.074518)"
PHILADELPHIA,PNP FOOD & GAS MART INC,PNP FOOD AND GAS MARY,19111-6002,US,51**3696,OTP Retail,02/28/2022,"6100 RISING SUN AVE
PHILADELPHIA, PA 19111-6002
(40.046657, -75.098645)"
LACKAWANNA,PARTH SUPER MART LLC,PARTH SUPER MART LLC,18505,US,35**8780,Retail,02/28/2022,"801 PITTSTON AVE
SCRANTON, PA 18505
(41.397432, -75.667093)"
ALLEGHENY,JACOB NIKITUK,BELGIAN CLUB,15057,US,02**5008,Vending,02/28/2022,"345 CENTER AVE
MCDONLD, PA 15057
(40.374118, -80.231965)"
BUCKS,RADIANT WHOLESALE LLC,RADIANT WHOLESALE LLC,19020,US,09**8345,OTP Wholesale,02/28/2022,"3370 PROGRESS DRIVE UNIT # H
BENSALEM, PA 19020
(40.085318, -74.927116)"
LUZERNE,PEN-MART INC,PEN MART INC,18612-1517,US,40**1354,Wholesale,02/28/2022,"1 STERLING AVE
DALLAS, PA 18612-1517
(41.332062, -75.969923)"
BLAIR,FE FIS GROCERY & VIDEO INC,FEFI S GROCERY INC CORPORATION,16602-5316,US,07**1925,Wholesale,02/28/2022,"300 E GRANT AVE
ALTOONA, PA 16602-5316
(40.520554, -78.37703)"
SCHUYLKILL,KRISHA AND COMPANY,NANCY'S MEAT AND DELI MARKET,18252,US,54**3142,Cig/OTP Retail,02/28/2022,"220 CLAREMONT AVE
TAMAQUA, PA 18252
(40.82533, -75.981981)"
WASHINGTON,ABL ANGELS INC,"601 PA 88 ROSCOE, PA 15477",15477,US,63**3459,Cig/OTP Retail,02/28/2022,"601 PA 88
ROSCOE, PA 15477"
PHILADELPHIA,FIVE POINT STARS INC,FIVE POINT STARS INC,19111,US,51**1932,Cig/OTP Retail,02/28/2022,"7275 RISING SUN AVE
PHILADELPHIA, PA 19111
(40.061327, -75.083975)"
YORK,GM HANOVER LLC,GM HANOVER LLC,17331,US,67**3011,OTP Retail,02/28/2022,"493 EISENHOWER DRIVE
HANOVER, PA 17331
(39.82542, -76.975031)"
ALLEGHENY,HS MALIK ENTERPRISE INC,MCKEES MART OF MCKEESPORT,15132-7162,US,02**1956,Cig/OTP Retail,02/28/2022,"3111 WALNUT ST
MCKEESPORT, PA 15132-7162
(40.330924, -79.843578)"
ALLEGHENY,WATER STREET ASSOCIATES LLC,BUDDYS BREWS ON CARSON,15203-1964,US,02**4351,Cig/OTP Retail,02/28/2022,"2112 E CARSON ST
PITTSBURGH, PA 15203-1964
(40.42846, -79.975667)"
ERIE,KANG FUEL & FOOD MART INC,KANG FUEL & FOOD MART INC,16503-1111,US,25**0260,Cig/OTP Retail,02/28/2022,"605 PARADE ST 1ST FL
ERIE, PA 16503-1111
(42.132108, -80.076247)"
PHILADELPHIA,"KL CHESTER, INC","KL CHESTER, INC",19143-5534,US,51**1547,Cig/OTP Retail,02/28/2022,"5956 CHESTER AVE
PHILADELPHIA, PA 19143-5534
(39.933739, -75.231428)"
ERIE,PRABH KIRPA LLC,PRABH KIRPA LLC,16507,US,25**1870,Retail,02/28/2022,"1402 EAST LAKE ROAD
ERIE, PA 16507
(42.140894, -80.05533)"
WYOMING,LENOXVILLE GENERAL STORE,LENOXVILLE GENERAL STORE,18446-7601,US,66**8333,Retail,02/28/2022,"6 STATE ROUTE 2035
NICHOLSON, PA 18446-7601
(41.66474, -75.63854)"
PHILADELPHIA,FRANNY MINI MARKET INC,FRANNY MINI MARKET INC,19134,US,51**0716,Retail,02/28/2022,"2959 FRANKFORD AVE
PHILADELPHIA, PA 19134
(39.990424, -75.116032)"
LANCASTER,GOKUL BEVERAGE INC,WHEATLAND BEER DISTIBUTOR,17602,US,36**1750,Cig/OTP Retail,02/28/2022,"1701 COLUMBIA AVE
LANCASTER, PA 17602
(40.037978, -76.349992)"
PHILADELPHIA,61 & BUIST FOOD MARKET INC,61 & BUIST FOOD MARKET INC,19142,US,51**3115,Retail,02/28/2022,"2561 S 61ST ST
PHILADELPHIA, PA 19142
(39.925066, -75.223583)"
ADAMS,GETTYSBURG ECONOMY CAR RENTAL INC,GETTYSBURG ECONOMY CAR RNTL,17325-2010,US,01**7516,Cig/OTP Retail,02/28/2022,"535 YORK ST
GETTYSBURG, PA 17325-2010
(39.833564, -77.221683)"
SUSQUEHANNA,JAY JALARAM NEPA LLC,FOREST CITY SMOKE SHOP,18421,US,58**1652,Cig/OTP Retail,02/28/2022,"607 MAIN STREET
FOREST CITY, PA 18421
(41.635514, -75.467311)"
MONROE,CHIC PERFUMES INCORPORATED,FRAGRANCE FOREVER,18360,US,45**5129,Retail,02/28/2022,"344 STROUD MALL RD
STROUDSBURG, PA 18360
(40.988099, -75.223579)"
ADAMS,HULLS VIDEO EXPRESS LLC,HULL S VIDEO EXPRESS LLC,17340-9583,US,01**8688,Cig/OTP Retail,02/28/2022,"910 HANOVER PIKE
LITTLESTOWN, PA 17340-9583
(39.753807, -77.065489)"
WASHINGTON,HILLTOP MARKET AND PIZZERIA,HILLTOP MARKET & PIZZERIA LLC,15324,US,63**1447,Cig/OTP Retail,02/28/2022,"20 GRANT ST
COKEBURG, PA 15324
(40.103006, -80.06412)"
DELAWARE,ROKADNATH GAS LLC,BROOMALL BP,19008,US,23**8222,OTP Retail,02/28/2022,"2590 WEST CHESTER PIKE
BROOMALL, PA 19008
(39.981674, -75.360488)"
UNKNOWN/OUT OF STATE,VAPOR BEAST LLC,VAPOR BEAST LLC,92008,US,99**8053,OTP Wholesale,02/28/2022,"1900 WRIGHT PLACE
CARLSBAD, CA 92008
(33.121643, -117.289534)"
LUZERNE,BHAGAVATI FOOD STORE NO 241 INC,BHAGAVATI FOOD STORE NO 241 INC,18705,US,40**3670,Cig/OTP Retail,02/28/2022,"105 SAMANTHA
WILKES BARRE, PA 18705
(41.265344, -75.842124)"
PHILADELPHIA,ARIEL GROCERY INC,ARIEL GROCERY INC,19134,US,51**6030,Cig/OTP Retail,02/28/2022,"2090 E. PACIFIC STREET
PHILADELPHIA, PA 19134
(39.997747, -75.099528)"
PERRY,MAHANT TOBACCO CORP,MAHANT TOBACCO CORP,17090,US,50**7712,Retail,02/28/2022,"4991 SPRING ROAD
SHERMANS DALE, PA 17090
(40.310637, -77.1527)"
NORTHAMPTON,TOLANI CABINETS INC.,ARYS EXPRESS MART,18042,US,48**8580,Retail,02/28/2022,"1503 NORTHAMPTON DRIVE
EASTON, PA 18042
(40.690106, -75.232433)"
DELAWARE,DOLGENCORP LLC,DOLLAR GENERAL STORE 23007,19061,US,23**3418,Cig/OTP Retail,02/28/2022,"2608 NAAMANS CREEK RD
BOOTHWYN, PA 19061
(39.827857, -75.45305)"
PHILADELPHIA,BAO AN CHEN,PHILA,19148-3745,US,51**2271,Retail,02/28/2022,"905 W MOYAMENSING AVE
PHILADELPHIA, PA 19148-3745
(39.920055, -75.162044)"
LANCASTER,ANDYS MARKETS INC,ANDYS MARKET INCORPRATED,17512,US,36**7595,Retail,02/28/2022,"310 NORTH ELEVENTH STREET
COLUMBIA, PA 17512
(40.04212, -76.494141)"
DELAWARE,S&M MINI MARKET INC,S&M MINI MARKET,19082,US,23**3495,Cig/OTP Retail,02/28/2022,"146 LONG LANE
UPPER DARBY, PA 19082
(39.957939, -75.263394)"
DELAWARE,MP3 MANAGEMENT LLC,UNITED CHECK CASHING,19070,US,23**2787,Retail,02/28/2022,"2 N MORTON AVENUE
MORTON, PA 19070
(39.908287, -75.32742)"
CHESTER,CLOUT ENTERPRISES LLC,CLOUT ENTERPRISES LLC,19382,US,15**5646,OTP Retail,02/28/2022,"106 S HIGH STREET
WEST CHESTER, PA 19382
(39.958567, -75.603249)"
SOMERSET,ALAM ENTERPRISES LLC,ALAM ENTERPRISES LLC,15557,US,56**8425,OTP Retail,02/28/2022,"2759 SCULTON ROAD
ROCKWOOD, PA 15557
(39.937548, -79.238395)"
DELAWARE,TWO FARMS INC,ROYAL FARMS #202,19078-1001,US,23**8482,Cig/OTP Retail,02/28/2022,"105 S STEWART AVE
RIDLEY PARK, PA 19078-1001
(39.87012, -75.322141)"
LACKAWANNA,PIONEER DISTRIBUTING CO,PIONEER DISTRIBUTING CO,18508,US,35**5926,Cig/OTP Retail,02/28/2022,"19 REAR GREEN RIDGE ST
SCRANTON, PA 18508
(41.432646, -75.659057)"
LACKAWANNA,PARTH SUPER MART LLC,PARTH SUPER MART,18505,US,35**9589,OTP Retail,02/28/2022,"801 PITTSTON AVE
SCRANTION, PA 18505
(41.397432, -75.667093)"
PHILADELPHIA,10960 BUSTLETON AVE INC,10960 BUSTLETON AVE,19116,US,51**3543,Cig/OTP Retail,02/28/2022,"10690 BUSTLETON AVE
PHILADELPHIA, PA 19116
(40.109653, -75.025377)"
CLINTON,SANAYA LLC,SANAYA LLC,17745,US,18**8805,OTP Retail,02/28/2022,"14 E MAIN STREET
LOCK HAVEN, PA 17745
(41.137292, -77.446801)"
CUMBERLAND,DOLGENCORP LLC,DOLLAR GENERAL STORE 22087,17240,US,21**3417,Cig/OTP Retail,02/28/2022,"174 NEWVILLE RD
NEWBURG, PA 17240
(40.138327, -77.547125)"
ALLEGHENY,MINPRO INC,RUTHFRED MARKET,15102-1199,US,02**1643,Retail,02/28/2022,"3400 S PARK RD STE 4
BETHEL PARK, PA 15102-1199
(40.321885, -80.057122)"
ELK,LAST CHANCE INN INC,LAST CHANCE INN INC,15831,US,24**1667,Cig/OTP Retail,02/28/2022,"175 SKYLINE DRIVE
DAGUS MINES, PA 15831
(41.355789, -78.604455)"
DELAWARE,DANIEL KOSHY,7 ELEVEN STORE 1406/11321E,19008-1308,US,70**0253,Cig/OTP Retail,02/28/2022,"2915 SPRINGFIELD RD
BROOMALL, PA 19008-1308
(39.982961, -75.373634)"
PHILADELPHIA,LYCHEE 87 INC,"LYCHEE 87, INC",19139-2348,US,51**5794,Retail,02/28/2022,"12 N 60TH ST
PHILADELPHIA, PA 19139-2348
(39.962367, -75.240668)"
LUZERNE,ESEAW LLC,EUPHOREC,18612,US,40**3538,Cig/OTP Retail,02/28/2022,"65 DALLAS SHOPPING CTR
DALLAS, PA 18612"
ERIE,SHOP RITE FOOD MART INC,SHOP RITE FOOD MART INC,16503,US,25**2296,Retail,02/28/2022,"2401 PARADE STREET
ERIE, PA 16503
(42.116818, -80.066122)"
LAWRENCE,ALLEGRO INCORPORATED,MAIN STREET MINI MART,16160,US,37**7839,Cig/OTP Retail,02/28/2022,"309 CENTER AVENUE PO BOX 365
WEST PITTSBURG, PA 16160
(40.934053, -80.363503)"
SOMERSET,GLASSMERE FUEL SERVICE INC,GLASSMERE FOOD MART,15926,US,56**9024,OTP Retail,02/28/2022,"7397 LINCOLN HIGHWAY
CENTRAL CITY, PA 15926
(40.062821, -78.839585)"
PHILADELPHIA,DOLGENCORP LLC,DOLLAR GENERAL STORE #23122,19121-5259,US,51**6399,Cig/OTP Retail,02/28/2022,"2815 RIDGE AVE STE H
PHILADELPHIA, PA 19121-5259
(39.986108, -75.179927)"
ALLEGHENY,B C HANNA FOODS INC,MT WASHINGTON SHOP N SAVE,15211-1611,US,02**1503,Cig/OTP Retail,02/28/2022,"125 VIRGINIA AVE
MOUNT WASHINGTON, PA 15211-1611
(40.429521, -80.007438)"
DELAWARE,I SMOKE SHOP INC,I SMOKE SHOP INC,19064,US,23**7340,Retail,02/28/2022,"1250 BALTIMORE PIKE
SPRINGFIELD, PA 19064
(39.913387, -75.351639)"
ALLEGHENY,PAR MAR OIL COMPANY,PAR MAR STORE #1100,15136,US,02**1121,Cig/OTP Retail,02/28/2022,"704 CHARTIERS AVENUE
MCKEES ROCKS, PA 15136
(40.465598, -80.061571)"
BEAVER,BOOTA ENTERPRISE INC,BOOTA ENTERPRISE INC,15001,US,04**9823,Cig/OTP Retail,02/28/2022,"1203 GRINGO ROAD
ALIQUIPPA, PA 15001
(40.566066, -80.267379)"
ERIE,SHOP RITE FOOD MART INC,SHOP RITE FOOD MART INC.,16503,US,25**9333,OTP Retail,02/28/2022,"2401 PARADE ST
ERIE, PA 16503
(42.116818, -80.066122)"
BRADFORD,PEN-MART INC,PEN MART,18853,US,70**2014,Cig/OTP Retail,02/28/2022,"RR 6 BOX RR1
WYALUSING, PA 18853"
DELAWARE,MAJORS FOLCROFT MARKET LLC,MAJOR YEADON MARKET,19050-3101,US,23**0808,Retail,02/28/2022,"446 CHURCH LN
YEADON, PA 19050-3101
(39.93827, -75.25536)"
HUNTINGDON,PURE EVENTS LP,LAKE RAYSTOWN RESORT,16638,US,31**6740,Cig/OTP Retail,02/28/2022,"3101 CHIPMUNK CROSSING
ENTRIKEN, PA 16638"
YORK,CASH MART LLC,CASH MART LLC,17403-1550,US,67**6751,Cig/OTP Retail,02/28/2022,"320 E PHILADELPHIA ST STE 106
YORK, PA 17403-1550
(39.965891, -76.721833)"
ADAMS,JAY SADHI LLC,JAY SADHI LLC,17325,US,01**3551,Cig/OTP Retail,02/28/2022,"150 CARLISLE ST
GETTYSBURG, PA 17325
(39.833504, -77.231132)"
PHILADELPHIA,REKHA PATEL,HP NEWSTAND,19104,US,51**3558,Retail,02/28/2022,"30TH AND MARKET STREET
PHILADELPHIA, PA 19104"
ADAMS,GETTYSBURG TRAVEL PLAZA LLC,GETTYSBURG TRAVEL PLAZA,17325-7561,US,01**5147,Cig/OTP Retail,02/28/2022,"25 SANDOE RD
GETTYSBURG, PA 17325-7561
(39.890775, -77.183689)"
PHILADELPHIA,YUN ZHANG,HOW CHOY CHINESE RESTAURANT,19131,US,51**6496,Retail,02/28/2022,"AKA 1725 N 54TH STREET
PHILADELPHIA, PA 19131"
BUTLER,VIN JOE INN INC,VIN & JOES,16001-2213,US,10**8203,Retail,02/28/2022,"131 ONEIDA VALLEY RD
BUTLER, PA 16001-2213
(40.876321, -79.874965)"
PHILADELPHIA,NEW TAPIA GROCERY INC,NEW TAPIA GROCERY INC,19125,US,51**3526,Retail,02/28/2022,"2572 FRANKFORD AVE
PHILADELPHIA, PA 19125
(39.984915, -75.124321)"
PHILADELPHIA,FIVE STAR FOOD MARKET INC,FIVE STAR FOOD MARKET INC,19141,US,51**3299,Cig/OTP Retail,02/28/2022,"1337 W ROCKLAND ST
PHILADELPHIA, PA 19141
(40.027573, -75.146647)"
PHILADELPHIA,"7016 FRANKFORD, INC.",SPIKED SPORTS LOUNGE AND GRILL,19135,US,51**3542,OTP Retail Itinerant,02/28/2022,"7016-18 FRANKFORD AVENUE
PHILADELPHIA, PA 19135
(40.033852, -75.046403)"
LEBANON,BINITA PATEL,SHRI HARIKRISHNA & DHRUV FOODS LLC,17042,US,38**5625,Retail,02/28/2022,"2631 W CUMBERLAND ST
LEBANON, PA 17042
(40.339729, -76.45986)"
DELAWARE,I SMOKE SHOP INC,I SMOKE SHOP INC,19064,US,23**7359,OTP Retail,02/28/2022,"1250 BALTIMORE PIKE
SPRINGFIELD, PA 19064
(39.913387, -75.351639)"
PIKE,SISTERS CORNER DELI & CONVIENCE STORE,SISTERS CORNER DELI   CONVNCE STORE,18328-9630,US,52**3232,Cig/OTP Retail,02/28/2022,"229 SILVER LAKE RD
DINGMANS FERRY, PA 18328-9630
(41.236076, -74.907577)"
BERKS,ZEPHANIAH RODRIGUEZ,UP & SMOKE SHOP LLC,19606-1722,US,06**9985,Cig/OTP Retail,02/28/2022,"1949 PERKIOMEN AVE
READING, PA 19606-1722
(40.328238, -75.89916)"
MONTGOMERY,VALLEY FORGE CONVENTION CENTER PARTNERS,VALLEY FORGE CASINO RESORT,19406-1355,US,46**3692,Retail,02/28/2022,"1160 FIRST AVENUE
KING OF PRUSSIA, PA 19406-1355
(40.09508, -75.415676)"
LEHIGH,A 1 ELITE CORP,A 1 ELITE CORP,18102,US,39**2011,Cig/OTP Retail,02/28/2022,"201 S 14TH ST
ALLENTOWN, PA 18102
(40.595676, -75.484672)"
WASHINGTON,ANTHONY ZENNER,AMERICAN LGN FREDERICKTWN,15333,US,63**7782,Vending,02/28/2022,"501 FRONT STREET
FREDERICKTOWN, PA 15333
(39.999885, -79.997572)"
WASHINGTON,ANTHONY ZENNER,ALS CAFE,15102,US,63**7782,Vending,02/28/2022,"440 MCMURRAY ROAD
BETHEL PARK, PA 15102
(40.312091, -80.066023)"
PHILADELPHIA,DA LI CHEN,GRAB N GO MARKET,19104,US,51**0540,Cig/OTP Retail,02/28/2022,"4026 LANCASTER AVE.
PHILADELPHIA, PA 19104
(39.963687, -75.203205)"
BERKS,ENA ENTERPRISES,ENA ENTERPRISES,19602,US,06**2515,OTP Retail,02/28/2022,"920 PENN ST
READING, PA 19602
(40.335222, -75.91969)"
LEHIGH,RESHAM FOOD INC,WHITEHALL MINI MART,18052,US,39**5719,Cig/OTP Retail,02/28/2022,"3690 9J LEHIGH STREET
WHITEHALL, PA 18052
(40.655359, -75.496711)"
